0,1,1,0,9,1,3,1.5
0,0,1,0,9,0,1,1.1666666666666665
0,0,0,1,6,6,0,0.8333333333333333
0,1,1,0,9,3,3,2.5
0,0,1,0,9,9,-1,1.5
0,0,1,1,9,0,3,2.5
0,1,1,1,9,0,3,3.0
0,0,1,0,9,2,3,3.0
0,0,1,1,9,3,1,1.5
1,1,0,1,9,9,1,1.5
0,0,1,1,9,3,1,0.0
0,1,1,0,9,9,0,2.0
0,1,1,0,9,0,1,0.0
1,0,0,1,9,0,1,1.5
0,1,1,0,9,6,2,2.5
1,1,1,0,9,9,1,2.5
0,0,1,0,9,9,-2,2.0
1,1,0,1,6,6,-1,2.0
1,0,1,0,9,0,3,3.0
0,0,0,1,0,0,2,0.0
0,0,0,1,9,0,3,2.333333333333333
0,0,1,0,9,3,1,1.5
0,0,1,0,9,9,-2,2.0
1,1,1,1,9,3,3,3.0
1,1,1,0,9,0,3,1.1666666666666665
1,1,0,1,9,9,2,3.0
0,0,1,0,9,0,3,3.0
0,1,1,0,9,7,-1,1.5
0,1,1,0,9,0,3,2.5
1,1,1,1,9,9,3,2.3333333333333335
1,1,0,1,9,9,-1,1.0
1,1,0,0,0,0,0,0.0
1,1,1,0,9,9,0,1.3333333333333333
1,1,0,1,2,0,-2,0.0
0,0,0,1,9,0,3,1.0
1,1,0,1,9,0,1,0.0
0,0,1,1,9,3,3,1.6666666666666665
0,0,0,0,9,0,2,3.0
0,1,0,0,9,4,2,3.0
1,0,1,0,9,0,2,1.8333333333333333
0,1,0,1,9,0,3,2.0
0,1,0,0,8,0,1,0.5
0,0,0,1,9,9,2,1.5
1,1,1,0,9,9,0,1.3333333333333333
0,1,1,0,9,0,3,3.0
1,1,0,1,9,0,-1,0.0
1,0,1,1,0,0,1,0.0
0,1,0,1,9,0,2,1.0
1,1,1,1,9,1,3,2.0
1,1,0,0,9,0,3,3.0
1,0,1,1,6,0,1,2.0
0,1,1,0,9,0,3,3.0
1,0,0,1,0,0,0,0.0
0,1,0,0,9,6,1,2.0
1,1,0,1,9,3,2,2.5
0,0,0,0,9,0,0,2.333333333333333
1,0,1,0,9,9,2,1.0
1,1,1,0,9,3,1,3.0
1,0,0,1,0,0,2,0.0
0,0,1,1,9,0,3,3.0
0,0,0,0,9,0,3,2.0
0,1,1,0,9,0,2,2.0
0,0,1,0,9,1,3,3.0
1,0,0,1,9,0,2,2.5
0,0,0,1,9,0,1,0.0
0,1,0,1,9,9,2,1.0
1,0,1,0,9,6,0,0.0
1,0,1,0,9,0,3,2.5
0,0,1,0,9,7,0,1.5
0,0,1,0,9,9,0,2.5
1,1,1,0,9,0,2,3.0
0,0,1,1,9,9,0,3.0
1,0,0,0,9,0,1,1.5
0,0,1,0,9,9,0,1.3333333333333333
0,1,1,0,9,9,3,2.5
1,0,0,0,9,0,3,3.0
0,0,0,1,9,6,-2,0.3333333333333333
0,1,1,0,9,0,3,3.0
1,0,0,1,9,0,1,1.5
1,0,1,0,9,0,3,3.0
1,0,0,1,0,0,-2,0.0
0,1,1,0,9,0,3,3.0
1,1,1,0,9,9,2,1.5
1,0,0,1,9,1,1,2.0
0,0,0,1,9,0,1,0.0
1,0,1,1,9,9,2,3.0
0,0,1,0,2,0,1,0.5
0,0,1,0,8,2,0,2.333333333333333
1,0,0,0,0,0,0,0.3333333333333333
0,1,1,0,9,9,0,3.0
0,1,0,0,9,9,1,0.3333333333333333
1,0,1,1,9,9,2,1.3333333333333333
1,1,0,1,9,1,1,1.1666666666666665
0,1,1,0,9,7,2,3.0
0,0,1,1,9,7,0,1.5
1,1,0,1,9,6,0,2.0
0,1,1,1,9,8,3,3.0
0,1,1,0,9,0,3,2.5
0,0,1,1,9,0,0,3.0
1,1,1,1,9,3,0,0.5
1,0,1,0,9,9,-1,0.0
0,0,0,1,9,0,-1,0.3333333333333333
1,1,1,1,9,9,2,1.5
1,0,0,1,3,0,-2,0.0
1,0,0,1,9,0,-1,2.0
0,0,0,1,9,9,0,0.6666666666666666
0,1,1,0,9,6,1,2.5
0,1,1,0,9,0,3,3.0
0,1,1,0,9,0,3,2.0
1,0,0,1,9,0,1,0.0
0,1,1,1,9,2,2,2.5
1,0,0,1,9,6,1,0.5
1,0,0,1,9,9,-2,2.5
0,0,1,0,9,0,3,3.0
0,1,1,0,9,0,3,1.0
1,0,1,0,9,0,3,1.0
0,1,1,1,9,0,3,3.0
1,0,1,0,9,8,0,3.0
1,0,0,1,9,0,3,1.1666666666666665
1,1,0,1,9,9,2,1.5
0,1,1,0,9,0,1,0.0
0,0,1,0,9,1,3,1.5
0,1,0,1,0,0,0,0.0
1,0,1,0,9,0,3,3.0
1,1,0,0,9,3,3,3.0
0,1,0,1,9,0,1,0.6666666666666666
0,1,1,0,9,0,3,0.0
0,0,0,1,0,0,3,1.6666666666666665
1,0,1,1,9,0,3,1.5
1,0,1,0,9,9,2,3.0
0,0,0,0,9,2,0,0.0
1,1,1,0,9,0,3,1.1666666666666665
0,1,1,1,9,0,3,3.0
1,1,1,0,0,0,-1,0.0
0,1,1,0,9,0,3,2.5
0,0,1,0,9,0,2,3.0
0,1,1,0,9,9,3,3.0
0,1,1,1,9,0,3,1.3333333333333333
1,0,1,0,9,9,-2,1.3333333333333333
0,1,1,0,9,1,3,3.0
0,0,1,1,9,9,0,1.0
0,1,1,0,9,0,3,3.0
0,1,1,0,9,7,3,3.0
0,0,1,0,9,0,3,3.0
1,0,0,1,9,0,3,3.0
0,1,1,0,9,7,1,2.0
0,0,1,1,9,3,3,3.0
0,1,1,0,9,3,3,3.0
0,1,0,0,9,0,3,2.5
0,0,0,0,3,0,-1,2.0
0,1,0,0,0,0,0,0.0
0,1,0,0,9,0,3,3.0
0,1,1,0,9,9,2,2.5
0,0,1,0,9,0,3,2.5
0,1,1,0,9,9,-1,2.0
0,1,1,0,4,0,0,3.0
1,0,0,0,9,0,1,3.0
1,1,1,1,9,1,1,1.5
1,0,0,1,9,9,1,1.1666666666666665
0,0,1,0,9,3,3,3.0
0,0,0,1,9,0,1,0.0
0,1,1,1,0,0,-1,0.0
0,1,1,0,9,0,1,0.0
1,0,0,1,9,9,-2,3.0
0,1,1,0,9,9,0,1.3333333333333333
1,1,0,1,9,2,1,0.3333333333333333
1,1,0,0,9,9,3,2.0
0,1,1,1,0,0,1,2.333333333333333
0,1,1,0,9,0,3,3.0
1,1,1,0,9,0,2,2.3333333333333335
0,1,0,1,9,9,-2,0.0
1,1,0,1,9,0,-3,0.0
1,1,0,1,9,0,3,1.0
0,0,1,0,0,0,1,1.0
0,0,0,0,0,0,2,0.0
0,1,1,0,9,1,2,3.0
0,0,0,0,9,0,3,2.0
1,1,0,1,9,0,1,0.0
1,1,0,1,9,9,-1,2.5
1,1,1,0,9,9,3,3.0
1,0,1,1,9,0,3,3.0
0,0,0,0,9,0,3,2.333333333333333
0,1,1,1,9,0,3,3.0
1,0,1,0,9,0,3,3.0
0,1,1,1,9,9,0,3.0
0,1,1,0,9,9,0,2.333333333333333
1,1,0,0,9,0,2,2.5
1,0,0,1,9,9,0,1.0
0,0,1,1,0,0,-1,0.5
1,1,0,1,9,9,0,1.3333333333333333
1,1,0,1,9,7,2,3.0
0,0,0,0,9,0,3,2.5
0,1,0,1,9,6,1,1.5
0,0,1,1,9,9,0,0.0
1,0,0,1,9,0,1,1.6666666666666665
0,1,1,0,9,0,3,3.0
1,1,1,0,9,6,1,2.5
0,1,0,0,0,0,-1,0.0
1,0,0,0,9,3,3,2.0
1,0,0,0,9,0,2,1.8333333333333333
0,1,1,1,9,0,3,3.0
0,1,1,0,9,0,3,3.0
0,1,1,0,3,0,-2,2.5
